,mode,model_type,trial,episode,return,hash_id,config,config_str
367,training,ddpg,8,4,0.5733026936187564,2f7227f81be8f793a1b5dad1cfb63a36,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",2a2d96cad0fe1dac6fdf93f8a741d677
372,training,ddpg,8,5,0.5650155226926481,2f7227f81be8f793a1b5dad1cfb63a36,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",2a2d96cad0fe1dac6fdf93f8a741d677
377,training,ddpg,8,6,0.5679481431704958,2f7227f81be8f793a1b5dad1cfb63a36,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",2a2d96cad0fe1dac6fdf93f8a741d677
382,training,ddpg,8,7,0.5662896031055527,2f7227f81be8f793a1b5dad1cfb63a36,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",2a2d96cad0fe1dac6fdf93f8a741d677
387,training,ddpg,8,8,0.5703006727477611,2f7227f81be8f793a1b5dad1cfb63a36,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",2a2d96cad0fe1dac6fdf93f8a741d677
392,training,ddpg,8,9,0.5698900428546094,2f7227f81be8f793a1b5dad1cfb63a36,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",2a2d96cad0fe1dac6fdf93f8a741d677
397,training,ddpg,8,10,1.6892235411715664,2f7227f81be8f793a1b5dad1cfb63a36,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:8'}",2a2d96cad0fe1dac6fdf93f8a741d677
402,training,ddpg,9,1,0.5075328601560694,98580249e5016bf920c64534b4160379,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",2a2d96cad0fe1dac6fdf93f8a741d677
407,training,ddpg,9,2,0.7772457821499452,98580249e5016bf920c64534b4160379,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",2a2d96cad0fe1dac6fdf93f8a741d677
412,training,ddpg,9,3,0.6757504017887219,98580249e5016bf920c64534b4160379,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",2a2d96cad0fe1dac6fdf93f8a741d677
417,training,ddpg,9,4,-0.19470770826599937,98580249e5016bf920c64534b4160379,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",2a2d96cad0fe1dac6fdf93f8a741d677
422,training,ddpg,9,5,-0.402986737326932,98580249e5016bf920c64534b4160379,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",2a2d96cad0fe1dac6fdf93f8a741d677
427,training,ddpg,9,6,0.03562024785565954,98580249e5016bf920c64534b4160379,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",2a2d96cad0fe1dac6fdf93f8a741d677
432,training,ddpg,9,7,0.7793882987305805,98580249e5016bf920c64534b4160379,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",2a2d96cad0fe1dac6fdf93f8a741d677
437,training,ddpg,9,8,1.1106479373568163,98580249e5016bf920c64534b4160379,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",2a2d96cad0fe1dac6fdf93f8a741d677
442,training,ddpg,9,9,0.8933831281391784,98580249e5016bf920c64534b4160379,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",2a2d96cad0fe1dac6fdf93f8a741d677
447,training,ddpg,9,10,0.22888426748577917,98580249e5016bf920c64534b4160379,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:9'}",2a2d96cad0fe1dac6fdf93f8a741d677
452,training,ddpg,10,1,0.7826075585387735,4a601086e8ef2d444041a9c25b15c417,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",2a2d96cad0fe1dac6fdf93f8a741d677
457,training,ddpg,10,2,0.5007316520022116,4a601086e8ef2d444041a9c25b15c417,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",2a2d96cad0fe1dac6fdf93f8a741d677
462,training,ddpg,10,3,0.2116306476036316,4a601086e8ef2d444041a9c25b15c417,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",2a2d96cad0fe1dac6fdf93f8a741d677
467,training,ddpg,10,4,0.26735759765687517,4a601086e8ef2d444041a9c25b15c417,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",2a2d96cad0fe1dac6fdf93f8a741d677
472,training,ddpg,10,5,0.2786675508113561,4a601086e8ef2d444041a9c25b15c417,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",2a2d96cad0fe1dac6fdf93f8a741d677
477,training,ddpg,10,6,0.3481914066719416,4a601086e8ef2d444041a9c25b15c417,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",2a2d96cad0fe1dac6fdf93f8a741d677
482,training,ddpg,10,7,0.6880240372387498,4a601086e8ef2d444041a9c25b15c417,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",2a2d96cad0fe1dac6fdf93f8a741d677
487,training,ddpg,10,8,0.9859409637238801,4a601086e8ef2d444041a9c25b15c417,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",2a2d96cad0fe1dac6fdf93f8a741d677
492,training,ddpg,10,9,0.13574687784433692,4a601086e8ef2d444041a9c25b15c417,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",2a2d96cad0fe1dac6fdf93f8a741d677
497,training,ddpg,10,10,0.933399083930275,4a601086e8ef2d444041a9c25b15c417,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant:10'}",2a2d96cad0fe1dac6fdf93f8a741d677
1,training,ppo,1,1,-0.004103582151913199,ab5a8c9e6051e516318e00ec00e31c51,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:1'}",421999db3f2603a8f75dd992b895dcb6
6,training,ppo,1,2,1.0075455658008217,ab5a8c9e6051e516318e00ec00e31c51,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:1'}",421999db3f2603a8f75dd992b895dcb6
11,training,ppo,1,3,1.7884770939050036,ab5a8c9e6051e516318e00ec00e31c51,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:1'}",421999db3f2603a8f75dd992b895dcb6
16,training,ppo,1,4,0.3558607930979889,ab5a8c9e6051e516318e00ec00e31c51,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:1'}",421999db3f2603a8f75dd992b895dcb6
21,training,ppo,1,5,1.6581220620917492,ab5a8c9e6051e516318e00ec00e31c51,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:1'}",421999db3f2603a8f75dd992b895dcb6
26,training,ppo,1,6,1.5692316257091723,ab5a8c9e6051e516318e00ec00e31c51,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:1'}",421999db3f2603a8f75dd992b895dcb6
31,training,ppo,1,7,2.232923289265662,ab5a8c9e6051e516318e00ec00e31c51,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:1'}",421999db3f2603a8f75dd992b895dcb6
36,training,ppo,1,8,2.669789613223391,ab5a8c9e6051e516318e00ec00e31c51,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:1'}",421999db3f2603a8f75dd992b895dcb6
41,training,ppo,1,9,3.2772149331948492,ab5a8c9e6051e516318e00ec00e31c51,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:1'}",421999db3f2603a8f75dd992b895dcb6
46,training,ppo,1,10,1.7284878772787917,ab5a8c9e6051e516318e00ec00e31c51,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:1'}",421999db3f2603a8f75dd992b895dcb6
51,training,ppo,2,1,1.3093953625245645,0c5152da7f6d01f8d5653b0939a50ffe,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:2'}",421999db3f2603a8f75dd992b895dcb6
56,training,ppo,2,2,1.113633257888889,0c5152da7f6d01f8d5653b0939a50ffe,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:2'}",421999db3f2603a8f75dd992b895dcb6
61,training,ppo,2,3,1.8915489009166535,0c5152da7f6d01f8d5653b0939a50ffe,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:2'}",421999db3f2603a8f75dd992b895dcb6
66,training,ppo,2,4,0.910790623061281,0c5152da7f6d01f8d5653b0939a50ffe,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:2'}",421999db3f2603a8f75dd992b895dcb6
71,training,ppo,2,5,0.5359219097836219,0c5152da7f6d01f8d5653b0939a50ffe,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:2'}",421999db3f2603a8f75dd992b895dcb6
76,training,ppo,2,6,2.032757592265398,0c5152da7f6d01f8d5653b0939a50ffe,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:2'}",421999db3f2603a8f75dd992b895dcb6
81,training,ppo,2,7,0.712879436923993,0c5152da7f6d01f8d5653b0939a50ffe,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:2'}",421999db3f2603a8f75dd992b895dcb6
86,training,ppo,2,8,2.3876810154516024,0c5152da7f6d01f8d5653b0939a50ffe,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:2'}",421999db3f2603a8f75dd992b895dcb6
91,training,ppo,2,9,2.8227776956936332,0c5152da7f6d01f8d5653b0939a50ffe,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:2'}",421999db3f2603a8f75dd992b895dcb6
96,training,ppo,2,10,0.47724528018977286,0c5152da7f6d01f8d5653b0939a50ffe,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:2'}",421999db3f2603a8f75dd992b895dcb6
101,training,ppo,3,1,1.0075263342029666,f9f499edb69b82fc9b7f886b535b63b0,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:3'}",421999db3f2603a8f75dd992b895dcb6
106,training,ppo,3,2,1.1099196997200846,f9f499edb69b82fc9b7f886b535b63b0,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:3'}",421999db3f2603a8f75dd992b895dcb6
111,training,ppo,3,3,0.6339787365499012,f9f499edb69b82fc9b7f886b535b63b0,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:3'}",421999db3f2603a8f75dd992b895dcb6
116,training,ppo,3,4,1.66660722426897,f9f499edb69b82fc9b7f886b535b63b0,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:3'}",421999db3f2603a8f75dd992b895dcb6
121,training,ppo,3,5,1.2466259241632085,f9f499edb69b82fc9b7f886b535b63b0,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:3'}",421999db3f2603a8f75dd992b895dcb6
126,training,ppo,3,6,1.1242524022095997,f9f499edb69b82fc9b7f886b535b63b0,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:3'}",421999db3f2603a8f75dd992b895dcb6
131,training,ppo,3,7,2.5046970186333843,f9f499edb69b82fc9b7f886b535b63b0,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:3'}",421999db3f2603a8f75dd992b895dcb6
136,training,ppo,3,8,2.581812767625315,f9f499edb69b82fc9b7f886b535b63b0,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:3'}",421999db3f2603a8f75dd992b895dcb6
141,training,ppo,3,9,2.164556767238989,f9f499edb69b82fc9b7f886b535b63b0,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:3'}",421999db3f2603a8f75dd992b895dcb6
146,training,ppo,3,10,0.9688224596874082,f9f499edb69b82fc9b7f886b535b63b0,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:3'}",421999db3f2603a8f75dd992b895dcb6
151,training,ppo,4,1,0.009734949211520405,0b1c72a33801625af214c4a37306a780,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:4'}",421999db3f2603a8f75dd992b895dcb6
156,training,ppo,4,2,-0.559438317837375,0b1c72a33801625af214c4a37306a780,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:4'}",421999db3f2603a8f75dd992b895dcb6
161,training,ppo,4,3,0.38263018880896893,0b1c72a33801625af214c4a37306a780,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:4'}",421999db3f2603a8f75dd992b895dcb6
166,training,ppo,4,4,-0.40319972110073043,0b1c72a33801625af214c4a37306a780,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:4'}",421999db3f2603a8f75dd992b895dcb6
171,training,ppo,4,5,-0.19568004070424883,0b1c72a33801625af214c4a37306a780,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:4'}",421999db3f2603a8f75dd992b895dcb6
176,training,ppo,4,6,-0.1591550689342427,0b1c72a33801625af214c4a37306a780,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:4'}",421999db3f2603a8f75dd992b895dcb6
181,training,ppo,4,7,-0.2621387516830739,0b1c72a33801625af214c4a37306a780,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:4'}",421999db3f2603a8f75dd992b895dcb6
186,training,ppo,4,8,-0.17932081989161242,0b1c72a33801625af214c4a37306a780,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:4'}",421999db3f2603a8f75dd992b895dcb6
191,training,ppo,4,9,-0.01810444719006843,0b1c72a33801625af214c4a37306a780,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:4'}",421999db3f2603a8f75dd992b895dcb6
196,training,ppo,4,10,1.2323476504320126,0b1c72a33801625af214c4a37306a780,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:4'}",421999db3f2603a8f75dd992b895dcb6
201,training,ppo,5,1,0.9040341242975556,848b46860c4697df2700aeb5b7b34b36,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:5'}",421999db3f2603a8f75dd992b895dcb6
206,training,ppo,5,2,1.8353830289429376,848b46860c4697df2700aeb5b7b34b36,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:5'}",421999db3f2603a8f75dd992b895dcb6
211,training,ppo,5,3,1.1088072433940561,848b46860c4697df2700aeb5b7b34b36,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:5'}",421999db3f2603a8f75dd992b895dcb6
216,training,ppo,5,4,2.296776882903863,848b46860c4697df2700aeb5b7b34b36,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:5'}",421999db3f2603a8f75dd992b895dcb6
221,training,ppo,5,5,2.8394009004358285,848b46860c4697df2700aeb5b7b34b36,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:5'}",421999db3f2603a8f75dd992b895dcb6
226,training,ppo,5,6,3.89017761475181,848b46860c4697df2700aeb5b7b34b36,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:5'}",421999db3f2603a8f75dd992b895dcb6
231,training,ppo,5,7,2.5838135897204317,848b46860c4697df2700aeb5b7b34b36,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:5'}",421999db3f2603a8f75dd992b895dcb6
236,training,ppo,5,8,3.2866054767498074,848b46860c4697df2700aeb5b7b34b36,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:5'}",421999db3f2603a8f75dd992b895dcb6
241,training,ppo,5,9,6.307971325236078,848b46860c4697df2700aeb5b7b34b36,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:5'}",421999db3f2603a8f75dd992b895dcb6
246,training,ppo,5,10,1.9213581012340901,848b46860c4697df2700aeb5b7b34b36,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:5'}",421999db3f2603a8f75dd992b895dcb6
251,training,ppo,6,1,0.20399828967244216,59d07910aa334e47affb48bc234d01b3,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:6'}",421999db3f2603a8f75dd992b895dcb6
256,training,ppo,6,2,1.429996543430652,59d07910aa334e47affb48bc234d01b3,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:6'}",421999db3f2603a8f75dd992b895dcb6
261,training,ppo,6,3,1.6122266484792083,59d07910aa334e47affb48bc234d01b3,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:6'}",421999db3f2603a8f75dd992b895dcb6
266,training,ppo,6,4,2.478670460627939,59d07910aa334e47affb48bc234d01b3,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:6'}",421999db3f2603a8f75dd992b895dcb6
271,training,ppo,6,5,1.2141308757388742,59d07910aa334e47affb48bc234d01b3,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:6'}",421999db3f2603a8f75dd992b895dcb6
276,training,ppo,6,6,0.9483514371353543,59d07910aa334e47affb48bc234d01b3,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:6'}",421999db3f2603a8f75dd992b895dcb6
281,training,ppo,6,7,0.42638753980185595,59d07910aa334e47affb48bc234d01b3,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:6'}",421999db3f2603a8f75dd992b895dcb6
286,training,ppo,6,8,0.5235050984189311,59d07910aa334e47affb48bc234d01b3,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:6'}",421999db3f2603a8f75dd992b895dcb6
291,training,ppo,6,9,0.8549181798600898,59d07910aa334e47affb48bc234d01b3,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:6'}",421999db3f2603a8f75dd992b895dcb6
