,hash_id,model_name,config,r,config_str
64,90077a901e20ec9aa098bc65ab037de4,td3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_3'}",0.0,3164a7a3091a6f1d7f18a477441bc1cf
65,6082ba0c64efab417598ed6aa7fc7484,a2c,"{'learning_rate': 1e-05, 'n_steps': 5, 'gamma': 0.99, 'ent_coef': 0.005, 'normalize_advantage': False, 'use_rms_prop': True, 'name': 'variant_4'}",0.4129673361238446,4fd6ccc389f1fe7b023d3ca2bc7019a6
66,71af53d87489f5bfdbf2dff1906d7332,ppo,"{'learning_rate': 0.0001, 'n_steps': 1024, 'batch_size': 128, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.95, 'name': 'variant_4'}",-0.0035399136113010155,f70e5bf4c4ce997b255b2234867dd659
67,05c47c5c4a05ef00fe477750c6bbb9c4,ddpg,"{'learning_rate': 0.001, 'batch_size': 64, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_4'}",0.0,e5434f0eef75665da73da258f633d8df
68,4e3a10f2c2cc78899457b34e182836ef,sac,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant_4'}",0.508573680553591,696662c507b0bf77607d3fbec612e079
69,21c8a46426d464f3943bff5bea2e8f45,td3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_4'}",0.0,3164a7a3091a6f1d7f18a477441bc1cf
70,6573d4089baf5715ea27009b98d2aef7,a2c,"{'learning_rate': 1e-05, 'n_steps': 5, 'gamma': 0.99, 'ent_coef': 0.005, 'normalize_advantage': False, 'use_rms_prop': True, 'name': 'variant_5'}",0.3497760022049601,4fd6ccc389f1fe7b023d3ca2bc7019a6
71,2b93bbe039b3185a0dc53905a3008e68,ppo,"{'learning_rate': 0.0001, 'n_steps': 1024, 'batch_size': 128, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.95, 'name': 'variant_5'}",0.18134589208161023,f70e5bf4c4ce997b255b2234867dd659
72,f2dc38c3a696a0e5909445ffa1da3817,ddpg,"{'learning_rate': 0.001, 'batch_size': 64, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_5'}",0.0,e5434f0eef75665da73da258f633d8df
73,d4013a8b345e7aaee5091ca49f792b99,sac,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant_5'}",0.0,696662c507b0bf77607d3fbec612e079
74,2323e0e0876efa50c55182db0ca14553,td3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_5'}",0.0,3164a7a3091a6f1d7f18a477441bc1cf
75,894c8d52eb0fc2b408c31c7ea774145d,a2c,"{'learning_rate': 1e-05, 'n_steps': 5, 'gamma': 0.99, 'ent_coef': 0.005, 'normalize_advantage': False, 'use_rms_prop': True, 'name': 'variant_6'}",0.14791881038220955,4fd6ccc389f1fe7b023d3ca2bc7019a6
76,81367912438bf2e6bc3c8540b55ab3c4,ppo,"{'learning_rate': 0.0001, 'n_steps': 1024, 'batch_size': 128, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.95, 'name': 'variant_6'}",0.34040015106444965,f70e5bf4c4ce997b255b2234867dd659
77,d9addfa5b933fe917149b91f9b6e6b66,ddpg,"{'learning_rate': 0.001, 'batch_size': 64, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_6'}",0.508573680553591,e5434f0eef75665da73da258f633d8df
78,3f476d8c44eed6407d15da1d8da22635,sac,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant_6'}",0.508573680553591,696662c507b0bf77607d3fbec612e079
